source,slug,institution,news_partnership,story_count,corpus_file
the nicholls worth,the-nicholls-worth,Nicholls State University,0,10,publication_corpora/the-nicholls-worth.txt
www.dailycal.org - RSS Results,www-dailycal-org-rss-results,University of California-Berkeley,0,10,publication_corpora/www-dailycal-org-rss-results.txt
www.ntdaily.com - RSS Results,www-ntdaily-com-rss-results,University of North Texas,0,10,publication_corpora/www-ntdaily-com-rss-results.txt
www.uatrav.com - RSS Results,www-uatrav-com-rss-results,University of Arkansas,0,10,publication_corpora/www-uatrav-com-rss-results.txt
www.videtteonline.com - RSS Results,www-videtteonline-com-rss-results,Illinois State University,0,10,publication_corpora/www-videtteonline-com-rss-results.txt
| Urban Vibe,urban-vibe,Des Moines Area Community College,0,10,publication_corpora/urban-vibe.txt
Austin College Magazine,austin-college-magazine,Austin College,0,9,publication_corpora/austin-college-magazine.txt
Crowder Sentry,crowder-sentry,Crowder College,0,9,publication_corpora/crowder-sentry.txt
KWUStudentMedia,kwustudentmedia,Kansas Wesleyan University,0,9,publication_corpora/kwustudentmedia.txt
The Spectrum,the-spectrum,Bowie State University,0,9,publication_corpora/the-spectrum.txt
USJ News Nest,usj-news-nest,University of Saint Joseph,0,9,publication_corpora/usj-news-nest.txt
University Chronicle,university-chronicle,Saint Cloud State University,0,9,publication_corpora/university-chronicle.txt
https://www.ccclarion.com/feed/,https-www-ccclarion-com-feed,Citrus College,0,9,publication_corpora/https-www-ccclarion-com-feed.txt
News – Viking Fusion,news-viking-fusion,Berry College,0,8,publication_corpora/news-viking-fusion.txt
Talon News,talon-news,Oklahoma Christian University,0,8,publication_corpora/talon-news.txt
The Banner Newspaper,the-banner-newspaper,College of Staten Island CUNY,0,8,publication_corpora/the-banner-newspaper.txt
The Montclarion,the-montclarion,Montclair State University,0,8,publication_corpora/the-montclarion.txt
The Purdue Exponent,the-purdue-exponent,Purdue University-Main Campus,0,8,publication_corpora/the-purdue-exponent.txt
The Retriever,the-retriever,University of Maryland-Baltimore County,0,8,publication_corpora/the-retriever.txt
www.nebraskanewsservice.net - RSS Results,www-nebraskanewsservice-net-rss-results,University of Nebraska-Lincoln,1,8,publication_corpora/www-nebraskanewsservice-net-rss-results.txt
Cardinal & Cream,cardinal-cream,Union University,0,7,publication_corpora/cardinal-cream.txt
Earlham Word,earlham-word,Earlham College,0,7,publication_corpora/earlham-word.txt
Moraine Valley Community College,moraine-valley-community-college,Moraine Valley Community College,0,7,publication_corpora/moraine-valley-community-college.txt
News – Davidsonian,news-davidsonian,Davidson College,0,7,publication_corpora/news-davidsonian.txt
News – Lindenlink,news-lindenlink,Lindenwood University,0,7,publication_corpora/news-lindenlink.txt
Northwestern News,northwestern-news,Northwestern Oklahoma State University,0,7,publication_corpora/northwestern-news.txt
The Utah Statesman,the-utah-statesman,Utah State University,0,7,publication_corpora/the-utah-statesman.txt
www.columbiamissourian.com - RSS Results of type article with keyword(s) of #topstory,www-columbiamissourian-com-rss-results-of-type-article-with-keyword-s-of-topstory,University of Missouri-Columbia,1,7,publication_corpora/www-columbiamissourian-com-rss-results-of-type-article-with-keyword-s-of-topstory.txt
www.msuexponent.com - RSS Results,www-msuexponent-com-rss-results,Montana State University,0,7,publication_corpora/www-msuexponent-com-rss-results.txt
News & Features – The Gleaner,news-features-the-gleaner,Rutgers University-Camden,0,6,publication_corpora/news-features-the-gleaner.txt
News – The Tacoma Ledger,news-the-tacoma-ledger,University of Washington-Tacoma Campus,0,6,publication_corpora/news-the-tacoma-ledger.txt
The Oklahoma Daily,the-oklahoma-daily,University of Oklahoma,0,6,publication_corpora/the-oklahoma-daily.txt
The Round Table,the-round-table,Beloit College,0,6,publication_corpora/the-round-table.txt
Webster Journal,webster-journal,Webster University,0,6,publication_corpora/webster-journal.txt
Luther College Chips,luther-college-chips,Luther College,0,5,publication_corpora/luther-college-chips.txt
The Colby Echo,the-colby-echo,Colby College,0,5,publication_corpora/the-colby-echo.txt
The Commuter,the-commuter,Linn-Benton Community College,0,5,publication_corpora/the-commuter.txt
The Hilltop,the-hilltop,Howard University,0,5,publication_corpora/the-hilltop.txt
The New School Free Press,the-new-school-free-press,The New School,0,5,publication_corpora/the-new-school-free-press.txt
The Pacer,the-pacer,The University of Tennessee-Martin,0,5,publication_corpora/the-pacer.txt
The Pioneer Press,the-pioneer-press,Volunteer State Community College,0,5,publication_corpora/the-pioneer-press.txt
The Reporter: The Student Newspaper at Miami Dade College,the-reporter-the-student-newspaper-at-miami-dade-college,Miami Dade College,,5,publication_corpora/the-reporter-the-student-newspaper-at-miami-dade-college.txt
The Scroll,the-scroll,Bethany Lutheran College,0,5,publication_corpora/the-scroll.txt
The Springfield Student,the-springfield-student,Springfield College,0,5,publication_corpora/the-springfield-student.txt
Home,home,Brigham Young University,0,4,publication_corpora/home.txt
Mount Mercy Times,mount-mercy-times,Mount Mercy University,0,4,publication_corpora/mount-mercy-times.txt
News – GWU-Today,news-gwu-today,Gardner-Webb University,0,4,publication_corpora/news-gwu-today.txt
The Advocate Online,the-advocate-online,Mt Hood Community College,0,4,publication_corpora/the-advocate-online.txt
The Blue and Grey,the-blue-and-grey,Hood College,0,4,publication_corpora/the-blue-and-grey.txt
The Daily Nebraskan,the-daily-nebraskan,University of Nebraska-Lincoln,0,4,publication_corpora/the-daily-nebraskan.txt
The Hilltop Monitor,the-hilltop-monitor,William Jewel College,0,4,publication_corpora/the-hilltop-monitor.txt
Kansas State Collegian,kansas-state-collegian,Kansas State University,0,3,publication_corpora/kansas-state-collegian.txt
The Commonwealth Times,the-commonwealth-times,Virginia Commonwealth University,0,3,publication_corpora/the-commonwealth-times.txt
The Lasso,the-lasso,Texas Woman's University,0,3,publication_corpora/the-lasso.txt
the Stentor,the-stentor,Lake Forest College,0,3,publication_corpora/the-stentor.txt
The Insight,the-insight,Daemen University,0,2,publication_corpora/the-insight.txt
The Rocket,the-rocket,Slippery Rock University of Pennsylvania,0,2,publication_corpora/the-rocket.txt
uwrfvoice.com,uwrfvoice-com,University of Wisconsin-River Falls,0,2,publication_corpora/uwrfvoice-com.txt
Almagest at LSUS,almagest-at-lsus,Louisiana State University Health Sciences Center-Shreveport,0,1,publication_corpora/almagest-at-lsus.txt
Comments on: Front Page,comments-on-front-page,Louisiana State University Health Sciences Center-Shreveport,0,1,publication_corpora/comments-on-front-page.txt
Florida Atlantic U. News,florida-atlantic-u-news,Florida Atlantic University,0,1,publication_corpora/florida-atlantic-u-news.txt
NJ STATE HOUSE NEWS SERVICE,nj-state-house-news-service,Multi,,1,publication_corpora/nj-state-house-news-service.txt
Stories,stories,University of Lynchburg,0,1,publication_corpora/stories.txt
THE TOWER,the-tower,Kean University,0,1,publication_corpora/the-tower.txt
The Collegian Reporter,the-collegian-reporter,Morningside University,0,1,publication_corpora/the-collegian-reporter.txt
